ID	at.ID	Term	Ontology
GO:0004499	GO:0047076	N,N-dimethylaniline monooxygenase activity	MF
GO:0004523	GO:0004524	RNA-DNA hybrid ribonuclease activity	MF
GO:0004527	GO:0008857	exonuclease activity	MF
GO:0004536	GO:0004537	DNA nuclease activity	MF
GO:0004553	GO:0016800	hydrolase activity, hydrolyzing O-glycosyl compounds	MF
GO:0004556	GO:0103025	alpha-amylase activity	MF
GO:0004558	GO:0004562	alpha-1,4-glucosidase activity	MF
GO:0004558	GO:0016982	alpha-1,4-glucosidase activity	MF
GO:0004601	GO:0016685	peroxidase activity	MF
GO:0004601	GO:0016686	peroxidase activity	MF
GO:0004601	GO:0016687	peroxidase activity	MF
GO:0004601	GO:0016693	peroxidase activity	MF
GO:0004602	GO:0016224	glutathione peroxidase activity	MF
GO:0004615	GO:0008971	phosphomannomutase activity	MF
GO:0004622	GO:0045126	lysophospholipase activity	MF
GO:0004623	GO:0102567	phospholipase A2 activity	MF
GO:0004623	GO:0102568	phospholipase A2 activity	MF
GO:0004629	GO:0042298	phospholipase C activity	MF
GO:0004648	GO:0004646	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	MF
GO:0004660	GO:0018223	protein farnesyltransferase activity	MF
GO:0004661	GO:0018224	protein geranylgeranyltransferase activity	MF
GO:0004671	GO:0018225	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity	MF
GO:0004672	GO:0050222	protein kinase activity	MF
GO:0004673	GO:0008896	protein histidine kinase activity	MF
GO:0004674	GO:0004695	protein serine/threonine kinase activity	MF
GO:0004674	GO:0004696	protein serine/threonine kinase activity	MF
GO:0004674	GO:0004700	protein serine/threonine kinase activity	MF
GO:0004674	GO:0106311	protein serine/threonine kinase activity	MF
GO:0004683	GO:0004684	calmodulin-dependent protein kinase activity	MF
GO:0004683	GO:0004685	calmodulin-dependent protein kinase activity	MF
GO:0004683	GO:0004688	calmodulin-dependent protein kinase activity	MF
GO:0004689	GO:0008606	phosphorylase kinase activity	MF
GO:0004691	GO:0008602	cAMP-dependent protein kinase activity	MF
GO:0004693	GO:0016537	cyclin-dependent protein serine/threonine kinase activity	MF
GO:0004697	GO:0004701	diacylglycerol-dependent serine/threonine kinase activity	MF
GO:0004703	GO:0004678	G protein-coupled receptor kinase activity	MF
GO:0004707	GO:0008338	MAP kinase activity	MF
GO:0004707	GO:0008339	MAP kinase activity	MF
GO:0004707	GO:0016908	MAP kinase activity	MF
GO:0004707	GO:0016909	MAP kinase activity	MF
GO:0004709	GO:0004710	MAP kinase kinase kinase activity	MF
GO:0004713	GO:0004718	protein tyrosine kinase activity	MF
GO:0004720	GO:0018056	protein-lysine 6-oxidase activity	MF
GO:0004722	GO:0000158	protein serine/threonine phosphatase activity	MF
GO:0004722	GO:0000163	protein serine/threonine phosphatase activity	MF
GO:0004722	GO:0004724	protein serine/threonine phosphatase activity	MF
GO:0004722	GO:0008598	protein serine/threonine phosphatase activity	MF
GO:0004722	GO:0008600	protein serine/threonine phosphatase activity	MF
GO:0004722	GO:0015071	protein serine/threonine phosphatase activity	MF
GO:0004722	GO:0030357	protein serine/threonine phosphatase activity	MF
GO:0004722	GO:0030358	protein serine/threonine phosphatase activity	MF
GO:0004722	GO:0030360	protein serine/threonine phosphatase activity	MF
GO:0004722	GO:0030361	protein serine/threonine phosphatase activity	MF
GO:0004722	GO:0106306	protein serine/threonine phosphatase activity	MF
GO:0004722	GO:0106307	protein serine/threonine phosphatase activity	MF
GO:0004723	GO:0008596	calcium-dependent protein serine/threonine phosphatase activity	MF
GO:0004741	GO:0019906	[pyruvate dehydrogenase (acetyl-transferring)]-phosphatase activity	MF
GO:0004742	GO:0030523	dihydrolipoyllysine-residue acetyltransferase activity	MF
GO:0004748	GO:0016959	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	MF
GO:0004748	GO:0016960	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	MF
GO:0004748	GO:0016961	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	MF
GO:0004760	GO:0004761	serine-pyruvate transaminase activity	MF
GO:0004760	GO:0004762	serine-pyruvate transaminase activity	MF
GO:0004760	GO:0004763	serine-pyruvate transaminase activity	MF
GO:0004767	GO:0030230	sphingomyelin phosphodiesterase activity	MF
GO:0004767	GO:0030231	sphingomyelin phosphodiesterase activity	MF
GO:0004768	GO:0016214	stearoyl-CoA 9-desaturase activity	MF
GO:0004768	GO:0043735	stearoyl-CoA 9-desaturase activity	MF
GO:0004772	GO:0017066	sterol O-acyltransferase activity	MF
GO:0004777	GO:0008952	succinate-semialdehyde dehydrogenase (NAD+) activity	MF
GO:0004784	GO:0004785	superoxide dismutase activity	MF
GO:0004784	GO:0008382	superoxide dismutase activity	MF
GO:0004784	GO:0008383	superoxide dismutase activity	MF
GO:0004784	GO:0016954	superoxide dismutase activity	MF
GO:0004796	GO:0008400	thromboxane-A synthase activity	MF
GO:0004803	GO:0004804	transposase activity	MF
GO:0004808	GO:0016425	tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity	MF
GO:0004810	GO:0016437	CCA tRNA nucleotidyltransferase activity	MF
GO:0004812	GO:0016876	aminoacyl-tRNA ligase activity	MF
GO:0004812	GO:0017100	aminoacyl-tRNA ligase activity	MF
GO:0004833	GO:0004426	tryptophan 2,3-dioxygenase activity	MF
GO:0004842	GO:0004840	ubiquitin-protein transferase activity	MF
GO:0004842	GO:0004841	ubiquitin-protein transferase activity	MF
GO:0004843	GO:0036459	cysteine-type deubiquitinase activity	MF
GO:0004857	GO:0048551	enzyme inhibitor activity	MF
GO:0004864	GO:1990681	protein phosphatase inhibitor activity	MF
GO:0004869	GO:0004870	cysteine-type endopeptidase inhibitor activity	MF
GO:0004875	GO:0004942	complement receptor activity	MF
GO:0004876	GO:0004943	complement component C3a receptor activity	MF
GO:0004878	GO:0004944	complement component C5a receptor activity	MF
GO:0004879	GO:0003708	nuclear receptor activity	MF
GO:0004879	GO:0004880	nuclear receptor activity	MF
GO:0004879	GO:0004882	nuclear receptor activity	MF
GO:0004879	GO:0004884	nuclear receptor activity	MF
GO:0004879	GO:0004886	nuclear receptor activity	MF
GO:0004879	GO:0004887	nuclear receptor activity	MF
GO:0004879	GO:0008434	nuclear receptor activity	MF
GO:0004879	GO:0038050	nuclear receptor activity	MF
GO:0004879	GO:0038051	nuclear receptor activity	MF
GO:0004879	GO:0038052	nuclear receptor activity	MF
GO:0004888	GO:0004926	transmembrane signaling receptor activity	MF
GO:0004888	GO:0099600	transmembrane signaling receptor activity	MF
GO:0004896	GO:0004907	cytokine receptor activity	MF
GO:0004901	GO:0030525	granulocyte macrophage colony-stimulating factor receptor activity	MF
GO:0004902	GO:0030524	granulocyte colony-stimulating factor receptor activity	MF
GO:0004909	GO:0019967	interleukin-1, type I, activating receptor activity	MF
GO:0004910	GO:0019968	interleukin-1, type II, blocking receptor activity	MF
GO:0004923	GO:0004899	leukemia inhibitory factor receptor activity	MF
GO:0004930	GO:0001622	G protein-coupled receptor activity	MF
GO:0004930	GO:0001623	G protein-coupled receptor activity	MF
GO:0004930	GO:0001624	G protein-coupled receptor activity	MF
GO:0004930	GO:0001625	G protein-coupled receptor activity	MF
GO:0004930	GO:0016526	G protein-coupled receptor activity	MF
GO:0004962	GO:0001599	endothelin receptor activity	MF
GO:0004962	GO:0001600	endothelin receptor activity	MF
GO:0004964	GO:0004976	luteinizing hormone receptor activity	MF
GO:0004993	GO:0001585	G protein-coupled serotonin receptor activity	MF
GO:0004993	GO:0016609	G protein-coupled serotonin receptor activity	MF
GO:0005000	GO:0016931	vasopressin receptor activity	MF
GO:0005006	GO:0005023	epidermal growth factor receptor activity	MF
GO:0005021	GO:0036326	vascular endothelial growth factor receptor activity	MF
GO:0005021	GO:0036327	vascular endothelial growth factor receptor activity	MF
GO:0005021	GO:0036328	vascular endothelial growth factor receptor activity	MF
GO:0005021	GO:0036329	vascular endothelial growth factor receptor activity	MF
GO:0005021	GO:0036330	vascular endothelial growth factor receptor activity	MF
GO:0005031	GO:0005032	tumor necrosis factor receptor activity	MF
GO:0005031	GO:0005033	tumor necrosis factor receptor activity	MF
GO:0005041	GO:0008032	low-density lipoprotein particle receptor activity	MF
GO:0005048	GO:0008249	signal sequence binding	MF
GO:0005049	GO:0008262	nuclear export signal receptor activity	MF
GO:0005068	GO:0005069	transmembrane receptor protein tyrosine kinase adaptor activity	MF
GO:0005080	GO:0072568	protein kinase C binding	MF
GO:0005080	GO:0072569	protein kinase C binding	MF
GO:0005080	GO:0097024	protein kinase C binding	MF
GO:0005085	GO:0005086	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0005087	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0005088	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0005089	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0005090	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0008321	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0008433	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0016219	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0016220	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0017034	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0017112	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0017132	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0019839	guanyl-nucleotide exchange factor activity	MF
GO:0005085	GO:0030676	guanyl-nucleotide exchange factor activity	MF
GO:0005096	GO:0005097	GTPase activator activity	MF
GO:0005096	GO:0005098	GTPase activator activity	MF
GO:0005096	GO:0005099	GTPase activator activity	MF
GO:0005096	GO:0005100	GTPase activator activity	MF
GO:0005096	GO:0005101	GTPase activator activity	MF
GO:0005096	GO:0008060	GTPase activator activity	MF
GO:0005096	GO:0017123	GTPase activator activity	MF
GO:0005096	GO:0030675	GTPase activator activity	MF
GO:0005096	GO:0046582	GTPase activator activity	MF
GO:0005104	GO:0001521	fibroblast growth factor receptor binding	MF
GO:0005104	GO:0005162	fibroblast growth factor receptor binding	MF
GO:0005109	GO:0005110	frizzled binding	MF
GO:0005154	GO:0008185	epidermal growth factor receptor binding	MF
GO:0005159	GO:0005067	insulin-like growth factor receptor binding	MF
GO:0005215	GO:0005478	transporter activity	MF
GO:0005220	GO:0008095	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	MF
GO:0005243	GO:0015285	gap junction channel activity	MF
GO:0005243	GO:0015286	gap junction channel activity	MF
GO:0005245	GO:0010173	voltage-gated calcium channel activity	MF
GO:0005245	GO:0015270	voltage-gated calcium channel activity	MF
GO:0005260	GO:0005224	intracellularly ATP-gated chloride channel activity	MF
GO:0005261	GO:0015281	monoatomic cation channel activity	MF
GO:0005261	GO:0015338	monoatomic cation channel activity	MF
GO:0005274	GO:0015206	allantoin:proton symporter activity	MF
GO:0005275	GO:0005279	amine transmembrane transporter activity	MF
GO:0005283	GO:0005284	amino acid:sodium symporter activity	MF
GO:0005283	GO:0005285	amino acid:sodium symporter activity	MF
GO:0005295	GO:0005282	neutral L-amino acid:sodium symporter activity	MF
GO:0005302	GO:0015508	L-tyrosine transmembrane transporter activity	MF
GO:0005310	GO:0005312	dicarboxylic acid transmembrane transporter activity	MF
GO:0005310	GO:0015365	dicarboxylic acid transmembrane transporter activity	MF
GO:0005315	GO:0005317	inorganic phosphate transmembrane transporter activity	MF
GO:0005324	GO:0005325	long-chain fatty acid transporter activity	MF
GO:0005324	GO:0008562	long-chain fatty acid transporter activity	MF
GO:0005330	GO:0005329	dopamine:sodium symporter activity	MF
GO:0005334	GO:0005333	norepinephrine:sodium symporter activity	MF
GO:0005335	GO:0005336	serotonin:sodium:chloride symporter activity	MF
GO:0005335	GO:0015222	serotonin:sodium:chloride symporter activity	MF
GO:0005338	GO:0005339	nucleotide-sugar transmembrane transporter activity	MF
GO:0005340	GO:0005341	nucleotide-sulfate transmembrane transporter activity	MF
GO:0005344	GO:0015033	oxygen carrier activity	MF
GO:0005347	GO:0005348	ATP transmembrane transporter activity	MF
GO:0005351	GO:0005403	carbohydrate:proton symporter activity	MF
GO:0005351	GO:0015542	carbohydrate:proton symporter activity	MF
GO:0005353	GO:0015585	fructose transmembrane transporter activity	MF
GO:0005353	GO:0019192	fructose transmembrane transporter activity	MF
GO:0005355	GO:0015579	glucose transmembrane transporter activity	MF
GO:0005356	GO:0005361	glucose:proton symporter activity	MF
GO:0005363	GO:0015581	maltose transmembrane transporter activity	MF
GO:0005371	GO:0005370	tricarboxylate secondary active transmembrane transporter activity	MF
GO:0005375	GO:0005378	copper ion transmembrane transporter activity	MF
GO:0005375	GO:0005379	copper ion transmembrane transporter activity	MF
GO:0005375	GO:0005380	copper ion transmembrane transporter activity	MF
GO:0005375	GO:0015088	copper ion transmembrane transporter activity	MF
GO:0005381	GO:0005382	iron ion transmembrane transporter activity	MF
GO:0005381	GO:0016033	iron ion transmembrane transporter activity	MF
GO:0005381	GO:0097689	iron ion transmembrane transporter activity	MF
GO:0005415	GO:0008522	nucleoside:sodium symporter activity	MF
GO:0005436	GO:0015321	sodium:phosphate symporter activity	MF
GO:0005471	GO:0005349	ATP:ADP antiporter activity	MF
GO:0005484	GO:0005485	SNAP receptor activity	MF
GO:0005484	GO:0005486	SNAP receptor activity	MF
GO:0005515	GO:0001948	protein binding	MF
GO:0005515	GO:0045308	protein binding	MF
GO:0005548	GO:0008497	phospholipid transporter activity	MF
GO:0005575	GO:0008372	cellular_component	CC
GO:0005604	GO:0005605	basement membrane	CC
GO:0005604	GO:0008003	basement membrane	CC
GO:0005635	GO:0005636	nuclear envelope	CC
GO:0005641	GO:0005653	nuclear envelope lumen	CC
GO:0005643	GO:0005644	nuclear pore	CC
GO:0005667	GO:0044797	transcription regulator complex	CC
GO:0005667	GO:0044798	transcription regulator complex	CC
GO:0005721	GO:0002137	pericentric heterochromatin	CC
GO:0005721	GO:0031618	pericentric heterochromatin	CC
GO:0005721	GO:0034507	pericentric heterochromatin	CC
GO:0005721	GO:0062199	pericentric heterochromatin	CC
GO:0005746	GO:0097249	mitochondrial respirasome	CC
GO:0005747	GO:0005748	mitochondrial respiratory chain complex I	CC
GO:0005749	GO:0008136	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	CC
GO:0005749	GO:0009362	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	CC
GO:0005749	GO:0019738	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	CC
GO:0005749	GO:0030390	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	CC
GO:0005750	GO:0015008	mitochondrial respiratory chain complex III	CC
GO:0005751	GO:0005752	mitochondrial respiratory chain complex IV	CC
GO:0005753	GO:0016470	mitochondrial proton-transporting ATP synthase complex	CC
GO:0005758	GO:0031971	mitochondrial intermembrane space	CC
GO:0005759	GO:0031980	mitochondrial matrix	CC
GO:0005777	GO:0019818	peroxisome	CC
GO:0005782	GO:0031909	peroxisomal matrix	CC
GO:0005786	GO:0005855	signal recognition particle, endoplasmic reticulum targeting	CC
GO:0005788	GO:0016022	endoplasmic reticulum lumen	CC
GO:0005795	GO:0016940	Golgi stack	CC
GO:0005826	GO:0030480	actomyosin contractile ring	CC
GO:0005835	GO:0031373	fatty acid synthase complex	CC
GO:0005835	GO:0031374	fatty acid synthase complex	CC
GO:0005839	GO:0000503	proteasome core complex	CC
GO:0005840	GO:0033279	ribosome	CC
GO:0005886	GO:0005887	plasma membrane	CC
GO:0005886	GO:0005904	plasma membrane	CC
GO:0005901	GO:0016599	caveola	CC
GO:0005912	GO:0005913	adherens junction	CC
GO:0005925	GO:0005926	focal adhesion	CC
GO:0005925	GO:0008357	focal adhesion	CC
GO:0005929	GO:0072372	cilium	CC
GO:0005930	GO:0035085	axoneme	CC
GO:0005930	GO:0035086	axoneme	CC
GO:0005940	GO:0030481	septin ring	CC
GO:0005943	GO:0035030	phosphatidylinositol 3-kinase complex, class IA	CC
GO:0005944	GO:0035031	phosphatidylinositol 3-kinase complex, class IB	CC
GO:0005958	GO:0005959	DNA-dependent protein kinase-DNA ligase 4 complex	CC
GO:0005960	GO:0005961	glycine cleavage complex	CC
GO:0005960	GO:0070015	glycine cleavage complex	CC
GO:0005969	GO:0005970	serine-pyruvate aminotransferase complex	CC
GO:0005975	GO:0044261	carbohydrate metabolic process	BP
GO:0005975	GO:0044723	carbohydrate metabolic process	BP
GO:0005976	GO:0044263	polysaccharide metabolic process	BP
GO:0006090	GO:0006087	pyruvate metabolic process	BP
GO:0006096	GO:0019641	glycolytic process	BP
GO:0006096	GO:0019642	glycolytic process	BP
GO:0006110	GO:0090525	regulation of glycolytic process	BP
GO:0006111	GO:0090526	regulation of gluconeogenesis	BP
GO:0006139	GO:0055134	nucleobase-containing compound metabolic process	BP
GO:0006154	GO:0006156	adenosine catabolic process	BP
